gene_name	gene_id	biotype	start	stop	HG002	HG003	HG004	HG005	HG01106	HG01258	HG01928	HG02055	HG02630	HG03492	HG03579	IHW09021	IHW09049	IHW09071	IHW09117	IHW09118	IHW09122	IHW09125	IHW09175	IHW09198	IHW09200	IHW09224	IHW09245	IHW09251	IHW09359	IHW09364	IHW09409	NA19240	NA20129	NA21309	NA24694	NA24695
DDX6P1	ENSG00000230056	processed_pseudogene	29329625	29331061	4.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.63	3.0	0.0
OR5V1	ENSG00000243729	protein_coding	29353748	29431967	0.05	0.1	0.14	0.18	0.32	0.0	0.1	0.24	0.12	0.09	0.0	0.17	0.0	0.0	0.21	0.0	0.1	0.03	0.03	0.08	0.11	0.0	0.0	0.0	0.0	0.0	0.11	0.17	0.3	0.43	0.29	0.1
OR12D3	ENSG00000112462	protein_coding	29373422	29375291	0.69	0.0	1.16	0.38	0.02	0.0	0.0	0.39	0.58	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0
OR12D2	ENSG00000280236	protein_coding	29395630	29398008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.05	0.48	0.0
OR12D1	ENSG00000251608	protein_coding	29414927	29418905	0.0	0.75	0.0	0.0	0.0	0.0	0.0	1.6	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0
OR11A1	ENSG00000204694	protein_coding	29425503	29457071	0.56	0.1	0.0	0.0	0.88	0.66	0.28	0.14	0.32	0.23	0.29	0.0	0.21	0.0	0.0	0.0	0.21	0.6	0.36	0.0	0.05	0.23	0.0	0.36	0.28	0.0	0.0	0.0	0.34	0.69	0.27	0.1
OR10C1	ENSG00000206474	protein_coding	29439305	29440977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000277881	ENSG00000277881	processed_pseudogene	29450209	29450558	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OR2H1	ENSG00000204688	protein_coding	29457154	29464328	0.09	0.0	0.0	0.0	0.56	1.53	0.4	1.93	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.62	0.0	0.0	0.03	0.0	0.0	0.09	0.91	0.0	0.0	0.44	0.0	0.93	0.0	0.57
UBDP1	ENSG00000225797	unprocessed_pseudogene	29464595	29469806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.04
MAS1LP1	ENSG00000230164	unprocessed_pseudogene	29475024	29476071	0.0	0.0	1.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
ENSG00000289203	ENSG00000289203	lncRNA	29485156	29494160	0.29	0.0	0.67	0.0	0.38	0.0	0.0	0.34	0.39	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.72	0.0	0.33	0.0
MAS1L	ENSG00000204687	protein_coding	29486696	29487956	0.0	0.0	1.99	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS17P1	ENSG00000213900	processed_pseudogene	29489270	29489676	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
LINC02829	ENSG00000229274	lncRNA	29497474	29510558	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.04	0.0
LINC01015	ENSG00000224582	lncRNA	29528720	29533665	0.0	0.0	0.0	0.0	0.21	1.01	0.0	0.08	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0
GPR53P	ENSG00000229281	unprocessed_pseudogene	29537703	29538787	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2I1P	ENSG00000237988	protein_coding	29550406	29557773	0.0	0.0	0.0	0.0	0.84	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.88	0.0
UBD	ENSG00000213886	protein_coding	29555514	29559732	0.0	0.0	0.0	0.0	0.82	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	1.43	0.0
GABBR1	ENSG00000204681	protein_coding	29555628	29633976	0.19	0.25	0.21	0.2	0.47	0.42	0.62	0.04	0.1	0.06	0.04	0.0	0.14	0.15	0.09	0.0	0.54	0.04	0.0	0.04	0.03	0.24	0.0	0.34	0.06	0.0	0.09	0.04	0.61	0.31	0.34	0.04
OR2H5P	ENSG00000232173	unprocessed_pseudogene	29573908	29574836	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0
TMEM183AP1	ENSG00000227609	processed_pseudogene	29577458	29577748	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
SNORD32B	ENSG00000201330	snoRNA	29582248	29582332	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL13AP	ENSG00000231301	processed_pseudogene	29582507	29583025	1.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR2H2	ENSG00000204657	protein_coding	29585120	29590500	1.02	0.65	0.0	1.27	0.0	0.51	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUMO2P1	ENSG00000235238	processed_pseudogene	29636059	29636343	1.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	1.39	0.0
MOG	ENSG00000204655	protein_coding	29657001	29672372	0.28	0.51	0.87	0.0	0.89	0.23	0.61	0.11	0.0	1.41	0.06	0.0	0.46	0.0	0.35	0.0	0.0	0.68	0.23	0.0	0.17	0.0	0.0	0.0	0.0	0.05	0.0	0.65	0.21	0.59	1.17	0.23
ZFP57	ENSG00000204644	protein_coding	29672482	29681155	1.58	0.24	0.52	0.36	2.53	1.5	0.09	0.47	0.53	1.06	0.21	0.0	0.85	0.0	1.59	0.0	0.55	0.34	0.15	0.93	1.13	1.72	0.0	0.0	0.76	0.0	0.0	0.0	0.46	1.11	0.99	0.66
ZDHHC20P1	ENSG00000233916	processed_pseudogene	29708124	29708547	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.77	1.0	0.0
HLA-F	ENSG00000204642	protein_coding	29722774	29738528	208.59	142.9	97.41	97.62	165.06	185.76	118.51	108.25	117.02	89.79	49.26	55.71	108.58	39.88	130.11	25.31	165.63	96.2	55.3	80.33	88.54	93.9	10.3	56.75	120.62	19.57	64.55	51.74	168.05	128.52	165.3	79.79
ENSG00000225864	ENSG00000225864	unprocessed_pseudogene	29722980	29723971	647.75	462.89	293.68	276.77	476.67	548.51	275.84	276.22	348.85	327.24	137.12	172.04	356.24	96.54	393.81	72.6	498.76	310.44	162.48	210.58	288.58	305.07	39.71	170.98	391.01	55.97	209.93	138.74	586.63	441.36	456.7	221.4
HLA-F-AS1	ENSG00000214922	lncRNA	29726600	29749049	38.81	24.89	18.83	20.6	34.55	39.56	28.87	24.91	24.04	13.11	10.83	10.86	19.2	8.88	23.72	4.1	30.62	16.92	11.47	17.74	15.12	16.02	0.93	9.61	19.52	3.92	10.15	11.37	27.07	23.49	36.83	16.27
RPL23AP1	ENSG00000239257	transcribed_processed_pseudogene	29726668	29727139	429.19	295.48	211.61	213.64	346.19	377.73	269.94	262.19	243.45	173.5	106.39	118.89	211.94	92.45	261.37	54.91	331.0	189.17	119.28	177.1	174.24	194.63	16.58	119.93	246.39	30.79	124.76	119.13	304.68	244.52	351.49	174.32
MICE	ENSG00000273340	transcribed_unprocessed_pseudogene	29741730	29748969	0.0	0.0	0.0	0.0	1.67	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.64	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.28	0.0
HCG9P5	ENSG00000227758	unprocessed_pseudogene	29748288	29748513	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0
Y_RNA	ENSG00000199290	misc_RNA	29750370	29750472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
IFITM4P	ENSG00000235821	processed_pseudogene	29750728	29751148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENSG00000272236	ENSG00000272236	lncRNA	29751964	29752207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENSG00000285761	ENSG00000285761	lncRNA	29752572	29763295	1.02	0.34	0.0	0.0	0.06	0.41	0.1	0.14	0.0	0.0	0.0	0.45	0.86	0.0	0.0	0.0	0.31	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.3	0.44	0.0	0.0	0.67	0.71
ENSG00000270896	ENSG00000270896	processed_pseudogene	29763257	29763392	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.94
HLA-V	ENSG00000290710	lncRNA	29790953	29797811	284.08	192.83	159.82	140.82	248.04	270.49	214.14	162.39	177.74	124.57	63.43	77.19	173.81	45.59	192.63	33.53	239.24	163.55	74.54	121.35	127.1	136.91	7.32	71.95	185.4	51.54	102.31	74.96	255.11	195.42	255.83	126.16
HCG4	ENSG00000176998	unprocessed_pseudogene	29791752	29792750	494.59	354.12	281.02	242.12	407.78	435.66	366.63	279.43	308.02	234.31	125.64	125.25	271.32	68.16	351.75	56.18	421.21	284.85	122.31	199.88	228.42	259.68	17.16	130.62	337.25	66.09	196.33	130.71	438.73	319.57	431.33	219.71
HLA-V	ENSG00000181126	transcribed_unprocessed_pseudogene	29792233	29793136	511.71	364.23	285.99	248.77	422.96	452.32	370.66	285.43	317.46	245.21	122.52	132.46	288.83	71.98	360.38	63.69	430.74	296.98	123.68	213.13	235.11	269.53	17.72	137.2	350.96	75.64	200.01	139.3	458.17	337.16	446.84	224.1
HLA-P	ENSG00000261548	unprocessed_pseudogene	29800414	29802425	76.68	66.27	53.89	26.78	72.45	58.03	62.81	53.7	40.81	45.71	20.66	29.62	79.07	18.04	60.87	16.01	52.5	57.57	24.04	38.03	48.85	43.39	0.0	27.75	62.0	9.05	28.94	41.24	83.64	41.37	58.69	21.01
RPL7AP7	ENSG00000213880	processed_pseudogene	29803194	29803991	46.47	49.72	32.28	22.56	39.06	26.72	41.54	34.34	29.65	25.57	11.5	19.28	43.79	8.0	32.04	9.27	41.41	29.16	12.89	29.57	18.37	16.35	0.0	12.01	33.14	7.59	13.7	21.72	46.12	21.02	36.54	10.42
MICG	ENSG00000237042	unprocessed_pseudogene	29812564	29812696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-G	ENSG00000204632	protein_coding	29826966	29831125	573.53	421.42	264.5	321.81	471.03	528.97	470.2	400.03	386.46	267.12	134.77	185.97	341.08	105.88	433.22	83.44	554.72	311.92	178.09	265.71	321.69	315.11	37.11	194.25	458.8	75.22	184.07	188.83	450.85	368.54	498.63	281.3
HCG4P8	ENSG00000229142	unprocessed_pseudogene	29827384	29828364	598.13	410.89	234.53	324.84	468.79	513.67	471.05	388.69	402.56	276.31	132.79	195.02	355.54	107.19	465.59	83.79	580.17	325.67	183.7	248.29	317.94	319.39	36.5	212.56	484.74	72.99	195.73	181.08	477.12	377.08	497.79	284.72
ENSG00000290870	ENSG00000290870	lncRNA	29849549	29885615	10.3	7.03	5.15	0.49	11.53	13.0	11.06	3.39	7.95	3.45	1.61	2.68	5.84	2.08	7.42	0.18	5.93	5.21	2.57	6.97	4.2	3.88	0.09	1.2	5.67	2.1	2.72	1.88	8.23	7.39	5.85	3.93
ENSG00000285799	ENSG00000285799	transcribed_unprocessed_pseudogene	29852362	29852491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HCP5B	ENSG00000281831	lncRNA	29871894	29873783	4.76	0.0	1.69	0.0	6.6	4.42	5.56	1.86	1.81	0.47	0.88	0.0	2.0	1.0	7.12	0.0	1.71	1.38	5.63	2.99	0.94	1.73	0.0	1.57	3.09	1.0	0.0	0.63	0.71	2.99	1.3	0.0
ENSG00000230521	ENSG00000230521	unprocessed_pseudogene	29887293	29888268	665.73	514.99	376.71	0.0	574.47	646.18	464.69	223.78	412.97	372.13	97.79	205.39	370.98	137.63	486.23	47.29	355.08	367.54	178.25	301.22	324.64	355.93	31.16	107.74	324.66	82.83	228.58	175.95	560.11	466.49	306.46	152.97
HLA-H	ENSG00000206341	unprocessed_pseudogene	29887751	29890482	752.84	545.97	418.82	0.0	638.41	707.45	546.44	258.6	441.17	399.95	113.3	260.29	427.63	168.35	550.53	73.81	429.69	431.79	228.54	402.12	385.85	403.86	43.76	138.19	345.75	112.54	289.31	199.59	613.63	513.83	352.77	162.82
HLA-T	ENSG00000231130	unprocessed_pseudogene	29896653	29897786	26.92	42.86	27.59	0.0	42.65	47.23	31.12	21.81	36.51	21.08	10.08	13.55	21.66	14.29	28.16	2.8	13.23	16.84	16.71	15.26	26.0	19.32	0.72	6.63	12.91	3.58	19.63	11.9	40.57	31.14	21.16	8.23
DDX39BP1	ENSG00000233677	unprocessed_pseudogene	29906542	29906909	4.0	1.0	4.0	0.0	2.0	1.0	0.53	0.0	0.0	1.0	1.0	0.0	2.0	0.0	1.97	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.37	1.0
MCCD1P1	ENSG00000235963	unprocessed_pseudogene	29907782	29908645	4.54	2.0	3.52	0.0	2.7	0.0	4.0	1.0	0.0	0.98	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.77	0.0	1.0	0.0
HCG4B	ENSG00000227262	unprocessed_pseudogene	29925982	29926973	595.98	434.86	318.86	0.0	480.85	537.73	398.83	182.96	388.94	244.29	86.63	187.3	381.48	109.22	423.07	38.23	283.7	360.66	182.37	275.73	290.95	295.84	40.28	81.05	255.04	64.64	239.34	165.62	522.12	428.72	283.17	145.64
HLA-K	ENSG00000230795	unprocessed_pseudogene	29926458	29929232	635.94	482.65	349.61	0.62	507.91	604.18	447.6	209.81	395.41	269.52	89.07	191.48	405.79	137.72	441.89	49.63	291.75	372.05	190.68	321.5	300.35	312.19	37.53	99.32	280.3	81.77	253.7	171.9	550.89	449.98	305.64	149.7
HLA-U	ENSG00000228078	unprocessed_pseudogene	29934100	29934286	190.38	95.36	122.8	0.0	167.82	151.31	200.32	41.3	120.93	82.99	21.17	29.87	107.68	34.98	156.76	13.0	33.93	133.99	56.99	119.42	55.89	69.65	4.0	32.0	92.57	35.99	63.0	52.67	133.88	128.69	63.56	60.98
HLA-A	ENSG00000206503	protein_coding	29941259	29949572	573.73	602.16	432.04	299.21	772.24	524.33	410.94	438.91	404.14	275.14	224.22	368.43	562.48	241.36	617.75	90.42	517.4	327.93	176.37	323.19	440.78	443.39	49.17	200.86	645.52	135.54	375.11	274.85	603.84	380.31	508.57	259.32
ENSG00000227766	ENSG00000227766	unprocessed_pseudogene	29942074	29943067	765.97	784.3	557.8	378.16	916.5	675.01	450.7	477.7	529.14	368.48	294.67	462.48	703.17	259.18	786.13	98.16	622.64	399.54	230.64	375.94	546.18	585.93	53.07	237.66	843.65	152.61	478.85	294.89	838.85	496.68	657.68	322.37
HLA-W	ENSG00000235290	unprocessed_pseudogene	29956595	29958570	70.38	53.14	45.39	25.92	85.17	41.88	52.08	56.04	30.75	48.18	17.59	24.95	48.46	21.18	75.93	7.95	50.02	50.99	30.22	34.36	50.56	25.31	3.93	21.5	69.04	9.26	22.63	29.71	56.5	51.22	57.52	25.15
MICD	ENSG00000229390	unprocessed_pseudogene	29970800	29972464	0.0	0.0	0.0	0.0	0.0	0.0	0.11	1.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
HCG9	ENSG00000204625	lncRNA	29975111	29978410	0.0	0.0	0.67	0.37	2.99	0.0	2.56	0.15	0.26	0.0	0.0	0.0	0.58	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	1.87	0.0	0.0	2.18	0.0	0.0	0.0	0.37
POLR1HASP	ENSG00000204623	transcribed_unitary_pseudogene	29976041	30061640	59.19	42.04	32.3	29.26	52.33	57.71	44.8	40.92	35.78	26.48	13.48	16.29	29.93	12.42	40.09	6.84	54.57	32.12	16.84	25.94	27.39	27.16	2.72	15.93	42.51	9.98	19.65	20.87	44.98	38.99	52.65	28.35
DDX39BP2	ENSG00000238024	unprocessed_pseudogene	29993208	29993605	1.99	0.0	2.0	0.0	3.99	1.0	0.0	3.0	0.14	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.99	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
MCCD1P2	ENSG00000224312	unprocessed_pseudogene	29994436	29995314	1.12	0.0	2.0	0.0	4.0	1.83	0.0	3.0	2.67	0.0	0.0	2.19	1.0	0.0	4.0	0.0	2.0	1.41	0.7	4.0	1.0	2.32	0.0	0.0	0.41	0.0	0.0	0.0	2.0	0.0	0.0	0.0
ENSG00000290574	ENSG00000290574	lncRNA	30005970	30009956	716.73	530.23	393.0	347.15	606.57	675.25	514.0	493.27	417.43	345.05	153.79	192.74	362.41	132.15	497.97	79.76	636.21	381.83	201.76	298.92	332.86	345.95	38.06	194.46	487.0	120.14	251.17	256.16	560.15	483.52	616.53	325.79
ENSG00000237669	ENSG00000237669	unprocessed_pseudogene	30006120	30007116	760.94	563.45	399.81	361.16	637.84	698.01	512.31	512.77	421.41	355.25	158.85	174.43	370.76	138.84	516.55	80.38	668.98	415.52	211.8	307.53	333.6	348.02	35.56	199.4	496.46	123.09	246.17	256.94	580.14	501.94	620.06	326.83
HLA-J	ENSG00000204622	transcribed_unprocessed_pseudogene	30006605	30009539	732.29	545.12	404.31	357.41	621.33	695.87	525.53	508.83	426.91	356.21	157.65	201.5	369.04	134.52	515.97	81.33	652.04	388.23	208.87	305.85	345.03	356.88	40.83	197.92	495.09	123.72	261.49	264.29	574.2	497.5	634.78	336.51
ETF1P1	ENSG00000232757	processed_pseudogene	30031712	30033003	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.86	0.61	1.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.69	2.0
ENSG00000278104	ENSG00000278104	misc_RNA	30035915	30035983	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENSG00000275856	ENSG00000275856	misc_RNA	30058114	30058190	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLR1H	ENSG00000066379	protein_coding	30058898	30064909	1.73	0.0	0.0	0.0	4.73	0.4	0.0	0.0	0.0	0.44	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.73	0.0	1.35	0.63	0.0
ENSG00000278773	ENSG00000278773	misc_RNA	30061079	30061183	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
PPP1R11	ENSG00000204619	protein_coding	30066708	30070333	0.0	0.0	0.0	0.0	0.0	0.49	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.72	0.0
RNF39	ENSG00000204618	protein_coding	30070265	30075849	0.62	0.0	0.0	0.0	0.0	0.0	1.17	0.28	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	1.41	0.0
TRIM31	ENSG00000204616	protein_coding	30102896	30113090	0.0	0.0	1.04	0.0	0.46	0.17	0.35	0.61	0.43	0.0	1.38	0.31	0.81	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0	0.0	1.67	0.83	0.31	0.34	0.35
TRIM31-AS1	ENSG00000231226	lncRNA	30105239	30114724	0.13	0.0	0.97	0.0	0.32	0.0	0.37	0.66	0.64	0.0	0.99	0.33	0.87	0.0	0.44	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	1.8	1.24	0.33	0.36	0.49
ENSG00000252228	ENSG00000252228	snoRNA	30132804	30132966	2.99	0.0	0.0	0.0	0.99	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.99	1.99	0.0
TRIM40	ENSG00000204614	protein_coding	30136123	30148735	0.95	0.63	0.26	0.4	0.24	1.05	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.91	0.0	0.67	0.0	0.0	0.0	0.0	0.17	0.04	0.0	0.0	0.0	0.79	0.06	0.0	1.01
TRIM10	ENSG00000204613	protein_coding	30151942	30161211	0.0	0.0	0.0	0.0	0.17	0.0	0.09	0.39	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.23	0.65	0.0	0.0	0.48	0.0	0.0	0.01	1.04	0.0	0.0	0.27	0.0	0.0	0.0	0.21
TRIM15	ENSG00000204610	protein_coding	30163205	30172693	0.18	0.0	0.0	0.0	0.76	0.0	0.39	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.14	0.0	0.0	0.0	0.27	0.16	0.0	0.17
TRIM26	ENSG00000234127	protein_coding	30184454	30213427	0.45	0.09	0.12	0.0	0.45	0.48	0.1	0.0	0.48	0.4	0.21	0.32	0.07	0.0	0.0	0.29	0.94	0.0	0.0	0.0	0.44	0.0	0.03	0.1	0.11	0.0	0.0	0.55	1.1	0.81	0.59	0.11
PAIP1P1	ENSG00000233892	processed_pseudogene	30186797	30188614	0.0	0.0	0.45	0.0	0.75	0.0	0.89	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.88	0.0	0.0	0.0
